Date,MA,PYPL,V
2023-03-31,357.12030029296875,75.76485443115234,220.39857482910156
2023-04-03,360.1273193359375,75.11634826660156,223.85911560058594
2023-04-04,357.6017761230469,75.08642578125,222.54920959472656
2023-04-05,358.0544738769531,73.44022369384766,223.04771423339844
2023-04-06,355.7710266113281,74.787109375,220.9167022705078
2023-04-10,354.46209716796875,74.3481216430664,221.3468017578125
2023-04-11,358.3891906738281,73.41029357910156,223.3214874267578
2023-04-12,356.07623291015625,73.33048248291016,222.6958465576172
2023-04-13,363.82208251953125,75.34581756591797,227.46629333496094
2023-04-14,366.55828857421875,76.3534927368164,228.7664337158203
2023-04-17,366.8830871582031,77.15164947509766,228.238525390625
2023-04-18,366.45001220703125,76.24374389648438,228.3558807373047
2023-04-19,366.9224548339844,75.14627838134766,227.3489990234375
2023-04-20,369.0877685546875,73.41029357910156,229.33338928222656
2023-04-21,369.3239440917969,74.0089111328125,228.79574584960938
2023-04-24,368.8219909667969,74.11865997314453,227.53469848632812
2023-04-25,362.7197570800781,71.61444854736328,224.4358673095703
2023-04-26,360.9776916503906,71.893798828125,223.0282440185547
2023-04-27,367.77874755859375,74.09870147705078,223.86888122558594
2023-04-28,374.0384216308594,75.82471466064453,227.50537109375
2023-05-01,373.87109375,74.936767578125,227.2903289794922
2023-05-02,370.10150146484375,72.11328887939453,221.88446044921875
2023-05-03,368.9893493652344,71.26525115966797,220.9069061279297
2023-05-04,370.1900939941406,71.64437866210938,220.5354461669922
2023-05-05,378.5954895019531,74.79708862304688,226.57669067382812
2023-05-08,379.4320373535156,75.34581756591797,227.01658630371094
2023-05-09,376.902587890625,65.75299835205078,228.0234832763672
2023-05-10,376.5089111328125,63.233821868896484,226.0781707763672
2023-05-11,377.3454895019531,64.03197479248047,226.2642364501953
2023-05-12,375.8986511230469,61.5477180480957,226.6266326904297
2023-05-15,377.3651428222656,62.10642623901367,228.02728271484375
2023-05-16,374.2451171875,60.65977096557617,225.73536682128906
2023-05-17,380.8985595703125,61.3182487487793,227.8705596923828
2023-05-18,385.83941650390625,61.12868881225586,228.80105590820312
2023-05-19,379.4910888671875,60.77949142456055,228.5170135498047
2023-05-22,378.4674987792969,62.88462448120117,226.52870178222656
2023-05-23,367.85748291015625,61.85700225830078,219.96633911132812
2023-05-24,362.69024658203125,61.65746307373047,217.68423461914062
2023-05-25,364.2059326171875,59.23306655883789,218.791015625
2023-05-26,368.4676513671875,60.08110809326172,220.3874969482422
2023-05-30,361.7060241699219,61.90688705444336,217.08676147460938
2023-05-31,359.2651062011719,61.84702682495117,216.4892578125
2023-06-01,365.0326843261719,62.904579162597656,221.84693908691406
2023-06-02,367.8377990722656,63.81248092651367,224.08985900878906
2023-06-05,364.6784362792969,64.36121368408203,222.11134338378906
2023-06-06,373.9696044921875,64.87003326416016,223.5315704345703
2023-06-07,365.53466796875,63.89229965209961,220.6421661376953
